RebelLaser.wav			70 2000 ; 000__1_0 - RebelLaser
RebelLaserStarship.wav		75 3000 ; 174_0_123_CargoFacility2 - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 174_0_123_CargoFacility2 - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 174_0_123_CargoFacility2 - IonCannonStarship
unused ; 174_0_123_CargoFacility2 - unused
RebelLaser.wav			70 2000 ; 175_0_124_AsteroidMiningUnit - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 175_0_124_AsteroidMiningUnit - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 175_0_124_AsteroidMiningUnit - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 175_0_124_AsteroidMiningUnit - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 175_0_124_AsteroidMiningUnit - IonCannon
IonCannonTurbo.wav		75 2800 ; 175_0_124_AsteroidMiningUnit - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 175_0_124_AsteroidMiningUnit - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 175_0_124_AsteroidMiningUnit - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 175_0_124_AsteroidMiningUnit - IonCannonStarship
unused ; 175_0_124_AsteroidMiningUnit - unused
RebelLaser.wav			70 2000 ; 176_0_125_ProcessingPlant - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 176_0_125_ProcessingPlant - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 176_0_125_ProcessingPlant - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 176_0_125_ProcessingPlant - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 176_0_125_ProcessingPlant - IonCannon
IonCannonTurbo.wav		75 2800 ; 176_0_125_ProcessingPlant - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 176_0_125_ProcessingPlant - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 176_0_125_ProcessingPlant - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 176_0_125_ProcessingPlant - IonCannonStarship
unused ; 176_0_125_ProcessingPlant - unused
RebelLaser.wav			70 2000 ; 177_0_126_RebelPlatform - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 177_0_126_RebelPlatform - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 177_0_126_RebelPlatform - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 177_0_126_RebelPlatform - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 177_0_126_RebelPlatform - IonCannon
IonCannonTurbo.wav		75 2800 ; 177_0_126_RebelPlatform - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 177_0_126_RebelPlatform - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 177_0_126_RebelPlatform - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 177_0_126_RebelPlatform - IonCannonStarship
unused ; 177_0_126_RebelPlatform - unused
RebelLaser.wav			70 2000 ; 178_0_127_ImpResearchCenter - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 178_0_127_ImpResearchCenter - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 178_0_127_ImpResearchCenter - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 178_0_127_ImpResearchCenter - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 178_0_127_ImpResearchCenter - IonCannon
IonCannonTurbo.wav		75 2800 ; 178_0_127_ImpResearchCenter - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 178_0_127_ImpResearchCenter - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 178_0_127_ImpResearchCenter - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 178_0_127_ImpResearchCenter - IonCannonStarship
unused ; 178_0_127_ImpResearchCenter - unused
RebelLaser.wav			70 2000 ; 179_0_128_FamilyBase - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 179_0_128_FamilyBase - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 179_0_128_FamilyBase - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 179_0_128_FamilyBase - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 179_0_128_FamilyBase - IonCannon
IonCannonTurbo.wav		75 2800 ; 179_0_128_FamilyBase - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 179_0_128_FamilyBase - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 179_0_128_FamilyBase - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 179_0_128_FamilyBase - IonCannonStarship
unused ; 179_0_128_FamilyBase - unused
RebelLaser.wav			70 2000 ; 180_0_129_FamilyRepairYard - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 180_0_129_FamilyRepairYard - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 180_0_129_FamilyRepairYard - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 180_0_129_FamilyRepairYard - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 180_0_129_FamilyRepairYard - IonCannon
IonCannonTurbo.wav		75 2800 ; 180_0_129_FamilyRepairYard - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 180_0_129_FamilyRepairYard - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 180_0_129_FamilyRepairYard - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 180_0_129_FamilyRepairYard - IonCannonStarship
unused ; 180_0_129_FamilyRepairYard - unused
RebelLaser.wav			70 2000 ; 181_0_130_PirateShipyard - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 181_0_130_PirateShipyard - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 181_0_130_PirateShipyard - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 181_0_130_PirateShipyard - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 181_0_130_PirateShipyard - IonCannon
IonCannonTurbo.wav		75 2800 ; 181_0_130_PirateShipyard - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 181_0_130_PirateShipyard - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 181_0_130_PirateShipyard - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 181_0_130_PirateShipyard - IonCannonStarship
unused ; 181_0_130_PirateShipyard - unused
RebelLaser.wav			70 2000 ; 182_0_131_IndustrialComplex - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 182_0_131_IndustrialComplex - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 182_0_131_IndustrialComplex - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 182_0_131_IndustrialComplex - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 182_0_131_IndustrialComplex - IonCannon
IonCannonTurbo.wav		75 2800 ; 182_0_131_IndustrialComplex - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 182_0_131_IndustrialComplex - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 182_0_131_IndustrialComplex - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 182_0_131_IndustrialComplex - IonCannonStarship
unused ; 182_0_131_IndustrialComplex - unused
RebelLaser.wav			70 2000 ; 183_0_132_PirateJunkyardBase - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 183_0_132_PirateJunkyardBase - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 183_0_132_PirateJunkyardBase - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 183_0_132_PirateJunkyardBase - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 183_0_132_PirateJunkyardBase - IonCannon
IonCannonTurbo.wav		75 2800 ; 183_0_132_PirateJunkyardBase - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 183_0_132_PirateJunkyardBase - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 183_0_132_PirateJunkyardBase - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 183_0_132_PirateJunkyardBase - IonCannonStarship
unused ; 183_0_132_PirateJunkyardBase - unused
RebelLaser.wav			70 2000 ; 184__1_0 - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 184__1_0 - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 184__1_0 - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 184__1_0 - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 184__1_0 - IonCannon
IonCannonTurbo.wav		75 2800 ; 184__1_0 - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 184__1_0 - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 184__1_0 - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 184__1_0 - IonCannonStarship
unused ; 184__1_0 - unused
RebelLaser.wav			70 2000 ; 185__1_0 - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 185__1_0 - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 185__1_0 - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 185__1_0 - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 185__1_0 - IonCannon
IonCannonTurbo.wav		75 2800 ; 185__1_0 - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 185__1_0 - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 185__1_0 - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 185__1_0 - IonCannonStarship
unused ; 185__1_0 - unused
RebelLaser.wav			70 2000 ; 186__1_0 - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 186__1_0 - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 186__1_0 - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 186__1_0 - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 186__1_0 - IonCannon
IonCannonTurbo.wav		75 2800 ; 186__1_0 - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 186__1_0 - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 186__1_0 - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 186__1_0 - IonCannonStarship
unused ; 186__1_0 - unused
RebelLaser.wav			70 2000 ; 187__1_0 - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 187__1_0 - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 187__1_0 - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 187__1_0 - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 187__1_0 - IonCannon
IonCannonTurbo.wav		75 2800 ; 187__1_0 - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 187__1_0 - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 187__1_0 - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 187__1_0 - IonCannonStarship
unused ; 187__1_0 - unused
RebelLaser.wav			70 2000 ; 188__1_0 - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 188__1_0 - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 188__1_0 - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 188__1_0 - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 188__1_0 - IonCannon
IonCannonTurbo.wav		75 2800 ; 188__1_0 - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 188__1_0 - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 188__1_0 - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 188__1_0 - IonCannonStarship
unused ; 188__1_0 - unused
RebelLaser.wav			70 2000 ; 189__1_0 - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 189__1_0 - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 189__1_0 - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 189__1_0 - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 189__1_0 - IonCannon
IonCannonTurbo.wav		75 2800 ; 189__1_0 - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 189__1_0 - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 189__1_0 - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 189__1_0 - IonCannonStarship
unused ; 189__1_0 - unused
RebelLaser.wav			70 2000 ; 190__1_0 - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 190__1_0 - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 190__1_0 - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 190__1_0 - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 190__1_0 - IonCannon
IonCannonTurbo.wav		75 2800 ; 190__1_0 - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 190__1_0 - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 190__1_0 - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 190__1_0 - IonCannonStarship
unused ; 190__1_0 - unused
RebelLaser.wav			70 2000 ; 191__1_0 - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 191__1_0 - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 191__1_0 - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 191__1_0 - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 191__1_0 - IonCannon
IonCannonTurbo.wav		75 2800 ; 191__1_0 - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 191__1_0 - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 191__1_0 - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 191__1_0 - IonCannonStarship
unused ; 191__1_0 - unused
RebelLaser.wav			70 2000 ; 192_1_40_LaserBat - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 192_1_40_LaserBat - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 192_1_40_LaserBat - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 192_1_40_LaserBat - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 192_1_40_LaserBat - IonCannon
IonCannonTurbo.wav		75 2800 ; 192_1_40_LaserBat - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 192_1_40_LaserBat - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 192_1_40_LaserBat - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 192_1_40_LaserBat - IonCannonStarship
unused ; 192_1_40_LaserBat - unused
RebelLaser.wav			70 2000 ; 193_1_39_IonBat - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 193_1_39_IonBat - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 193_1_39_IonBat - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 193_1_39_IonBat - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 193_1_39_IonBat - IonCannon
IonCannonTurbo.wav		75 2800 ; 193_1_39_IonBat - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 193_1_39_IonBat - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 193_1_39_IonBat - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 193_1_39_IonBat - IonCannonStarship
unused ; 193_1_39_IonBat - unused
RebelLaser.wav			70 2000 ; 194_0_133_AsteroidLaserBattery - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 194_0_133_AsteroidLaserBattery - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 194_0_133_AsteroidLaserBattery - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 194_0_133_AsteroidLaserBattery - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 194_0_133_AsteroidLaserBattery - IonCannon
IonCannonTurbo.wav		75 2800 ; 194_0_133_AsteroidLaserBattery - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 194_0_133_AsteroidLaserBattery - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 194_0_133_AsteroidLaserBattery - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 194_0_133_AsteroidLaserBattery - IonCannonStarship
unused ; 194_0_133_AsteroidLaserBattery - unused
RebelLaser.wav			70 2000 ; 195_0_134_AsteroidWarheadLauncher - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 195_0_134_AsteroidWarheadLauncher - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 195_0_134_AsteroidWarheadLauncher - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 195_0_134_AsteroidWarheadLauncher - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 195_0_134_AsteroidWarheadLauncher - IonCannon
IonCannonTurbo.wav		75 2800 ; 195_0_134_AsteroidWarheadLauncher - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 195_0_134_AsteroidWarheadLauncher - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 195_0_134_AsteroidWarheadLauncher - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 195_0_134_AsteroidWarheadLauncher - IonCannonStarship
unused ; 195_0_134_AsteroidWarheadLauncher - unused
RebelLaser.wav			70 2000 ; 196_1_6_GunPlatform - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 196_1_6_GunPlatform - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 196_1_6_GunPlatform - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 196_1_6_GunPlatform - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 196_1_6_GunPlatform - IonCannon
IonCannonTurbo.wav		75 2800 ; 196_1_6_GunPlatform - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 196_1_6_GunPlatform - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 196_1_6_GunPlatform - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 196_1_6_GunPlatform - IonCannonStarship
unused ; 196_1_6_GunPlatform - unused
RebelLaser.wav			70 2000 ; 197_1_43_GunPad - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 197_1_43_GunPad - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 197_1_43_GunPad - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 197_1_43_GunPad - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 197_1_43_GunPad - IonCannon
IonCannonTurbo.wav		75 2800 ; 197_1_43_GunPad - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 197_1_43_GunPad - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 197_1_43_GunPad - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 197_1_43_GunPad - IonCannonStarship
unused ; 197_1_43_GunPad - unused
RebelLaser.wav			70 2000 ; 198_1_44_GunWarheadPad - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 198_1_44_GunWarheadPad - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 198_1_44_GunWarheadPad - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 198_1_44_GunWarheadPad - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 198_1_44_GunWarheadPad - IonCannon
IonCannonTurbo.wav		75 2800 ; 198_1_44_GunWarheadPad - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 198_1_44_GunWarheadPad - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 198_1_44_GunWarheadPad - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 198_1_44_GunWarheadPad - IonCannonStarship
unused ; 198_1_44_GunWarheadPad - unused
RebelLaser.wav			70 2000 ; 199_1_41_HomingMineA - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 199_1_41_HomingMineA - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 199_1_41_HomingMineA - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 199_1_41_HomingMineA - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 199_1_41_HomingMineA - IonCannon
IonCannonTurbo.wav		75 2800 ; 199_1_41_HomingMineA - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 199_1_41_HomingMineA - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 199_1_41_HomingMineA - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 199_1_41_HomingMineA - IonCannonStarship
unused ; 199_1_41_HomingMineA - unused
RebelLaser.wav			70 2000 ; 200_1_42_HomingMineB - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 200_1_42_HomingMineB - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 200_1_42_HomingMineB - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 200_1_42_HomingMineB - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 200_1_42_HomingMineB - IonCannon
IonCannonTurbo.wav		75 2800 ; 200_1_42_HomingMineB - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 200_1_42_HomingMineB - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 200_1_42_HomingMineB - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 200_1_42_HomingMineB - IonCannonStarship
unused ; 200_1_42_HomingMineB - unused
RebelLaser.wav			70 2000 ; 201_1_45_ProximityMineA - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 201_1_45_ProximityMineA - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 201_1_45_ProximityMineA - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 201_1_45_ProximityMineA - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 201_1_45_ProximityMineA - IonCannon
IonCannonTurbo.wav		75 2800 ; 201_1_45_ProximityMineA - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 201_1_45_ProximityMineA - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 201_1_45_ProximityMineA - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 201_1_45_ProximityMineA - IonCannonStarship
unused ; 201_1_45_ProximityMineA - unused
RebelLaser.wav			70 2000 ; 202_1_46_ProximityMineB - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 202_1_46_ProximityMineB - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 202_1_46_ProximityMineB - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 202_1_46_ProximityMineB - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 202_1_46_ProximityMineB - IonCannon
IonCannonTurbo.wav		75 2800 ; 202_1_46_ProximityMineB - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 202_1_46_ProximityMineB - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 202_1_46_ProximityMineB - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 202_1_46_ProximityMineB - IonCannonStarship
unused ; 202_1_46_ProximityMineB - unused
RebelLaser.wav			70 2000 ; 203_1_51_RebelPilot - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 203_1_51_RebelPilot - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 203_1_51_RebelPilot - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 203_1_51_RebelPilot - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 203_1_51_RebelPilot - IonCannon
IonCannonTurbo.wav		75 2800 ; 203_1_51_RebelPilot - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 203_1_51_RebelPilot - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 203_1_51_RebelPilot - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 203_1_51_RebelPilot - IonCannonStarship
unused ; 203_1_51_RebelPilot - unused
RebelLaser.wav			70 2000 ; 204_1_52_ImperialPilot - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 204_1_52_ImperialPilot - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 204_1_52_ImperialPilot - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 204_1_52_ImperialPilot - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 204_1_52_ImperialPilot - IonCannon
IonCannonTurbo.wav		75 2800 ; 204_1_52_ImperialPilot - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 204_1_52_ImperialPilot - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 204_1_52_ImperialPilot - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 204_1_52_ImperialPilot - IonCannonStarship
unused ; 204_1_52_ImperialPilot - unused
RebelLaser.wav			70 2000 ; 205_1_53_CivilianPilot - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 205_1_53_CivilianPilot - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 205_1_53_CivilianPilot - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 205_1_53_CivilianPilot - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 205_1_53_CivilianPilot - IonCannon
IonCannonTurbo.wav		75 2800 ; 205_1_53_CivilianPilot - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 205_1_53_CivilianPilot - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 205_1_53_CivilianPilot - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 205_1_53_CivilianPilot - IonCannonStarship
unused ; 205_1_53_CivilianPilot - unused
RebelLaser.wav			70 2000 ; 206_1_54_ZeroGStormtrooper - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 206_1_54_ZeroGStormtrooper - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 206_1_54_ZeroGStormtrooper - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 206_1_54_ZeroGStormtrooper - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 206_1_54_ZeroGStormtrooper - IonCannon
IonCannonTurbo.wav		75 2800 ; 206_1_54_ZeroGStormtrooper - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 206_1_54_ZeroGStormtrooper - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 206_1_54_ZeroGStormtrooper - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 206_1_54_ZeroGStormtrooper - IonCannonStarship
unused ; 206_1_54_ZeroGStormtrooper - unused
RebelLaser.wav			70 2000 ; 207_1_55_ZeroGUtility - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 207_1_55_ZeroGUtility - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 207_1_55_ZeroGUtility - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 207_1_55_ZeroGUtility - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 207_1_55_ZeroGUtility - IonCannon
IonCannonTurbo.wav		75 2800 ; 207_1_55_ZeroGUtility - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 207_1_55_ZeroGUtility - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 207_1_55_ZeroGUtility - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 207_1_55_ZeroGUtility - IonCannonStarship
unused ; 207_1_55_ZeroGUtility - unused
RebelLaser.wav			70 2000 ; 208_1_56_Marko - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 208_1_56_Marko - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 208_1_56_Marko - EmpireLaser
EmpireLaserTurbo.wav		70 2800 ; 208_1_56_Marko - EmpireLaserTurbo
IonCannon.wav			75 2800 ; 208_1_56_Marko - IonCannon
IonCannonTurbo.wav		75 2800 ; 208_1_56_Marko - IonCannonTurbo
RebelLaserStarship.wav		75 3000 ; 208_1_56_Marko - RebelLaserStarship
EmpireLaserStarship.wav		75 3000 ; 208_1_56_Marko - EmpireLaserStarship
IonCannonStarship.wav		75 3000 ; 208_1_56_Marko - IonCannonStarship
unused ; 208_1_56_Marko - unused
RebelLaser.wav			70 2000 ; 209_1_57_R2D2 - RebelLaser
RebelLaserTurbo.wav		70 2000 ; 209_1_57_R2D2 - RebelLaserTurbo
EmpireLaser.wav			70 2000 ; 209_1_57_R2D2 - EmpireLaser
